Eff,,Obj_A: % load met,Obj_B: Worst deficit (GW),Obj_C: Cost(£/MWh),Obj_D: CO2 (kg/MWh),GW_nuclear,GW_PV,GW_onshore_wind,GW_offshore_wind,GW_BECCS,GW_OCGT,GW_H2,h_H2,CV
0.48,14,100,0,122.5921971,58.3823408,5,51.6947139,20,21.7574276,2.5,44.38071697,5.58017705,62.79625218,[0.]
0.48,15,91.39692343,-33.27693877,136.5029748,-14.28427213,5,43.71796343,20,32.88250577,2.5,6.604740528,37.68376192,95.46228286,[0.]
0.48,16,94.70784769,-31.54495391,141.1777645,-20.12654302,5,73.41690208,20,35.52959131,2.5,8.096845856,40.05049844,95.46228286,[0.]
0.48,17,98.07708418,-34.63602559,161.3592717,-54.15817179,5,46.99502554,20,72.85241417,2.5,2.3005122,41.90942609,230.0987087,[0.]
0.48,18,95.87642241,-35.05230582,153.3591805,-52.86411142,5,46.99502554,20,65.9362294,2.5,2.3005122,41.90942609,70.49874922,[0.]
0.48,19,99.74179236,-21.50160002,156.1228554,-42.70815054,5,63.93703108,20,67.89586024,2.5,15.73100117,32.56170352,235.3863964,[0.]
0.48,20,100,0,123.3977765,51.5970418,5,68.56084876,20,21.7574276,2.5,44.38071697,4.149167121,63.43122149,[0.]
0.48,21,99.93401382,-11.02586889,132.3839519,6.624918158,5,75.1558359,20,37.91964191,2.5,28.39934392,17.08441462,66.36529356,[0.]
0.48,22,99.64011601,-26.65053578,165.0648099,-51.68988116,5,72.45144226,20,72.37959488,2.5,9.651907784,40.99769202,234.2455427,[0.]
0.48,23,99.9827696,-12.01948563,168.4661291,-47.93491358,5,51.48932842,20,74.12481043,2.5,22.53504046,42.5348072,309.3043004,[0.]
0.48,24,99.95127558,-10.16655256,135.3361956,-3.443755531,5,74.71990945,20,43.98364334,2.5,28.70913898,17.08441462,80.67515089,[0.]
0.48,25,100,0,128.0439453,23.60816754,5,51.69151401,20,37.98438029,2.5,42.60597189,6.110716232,97.91989748,[0.]
0.48,26,99.99992848,-0.894022802,121.7370866,61.55163119,5,43.62060571,20,22.38363557,2.5,39.93906664,6.04208651,25.35198076,[0.]
0.48,27,99.44539516,-24.2206438,153.9534169,-42.68048528,5,72.72832805,20,64.74428788,2.5,13.20047139,32.31392617,197.6888761,[0.]
0.48,28,99.54458532,-23.17730403,158.7290066,-44.60133436,5,89.03366234,20,65.72220682,2.5,14.1827681,37.62304763,99.87341039,[0.]
0.48,29,97.28158116,-31.14337146,150.7619751,-43.18451898,5,50.62023161,20,62.47890167,2.5,6.417055342,38.65457614,99.87341039,[0.]
0.48,30,97.83989467,-29.52879405,151.0118193,-40.26943339,5,50.6183045,20,62.67317515,2.5,8.019939827,38.6697451,95.46228286,[0.]
0.48,31,100,0,123.9361123,49.00843203,5,67.80998447,20,22.38363557,2.5,43.769271,6.04208651,25.35198076,[0.]
0.48,32,93.78718,-32.63393281,145.5731085,-28.40576507,5,45.37441708,20,43.99326653,2.5,6.240886666,40.82291167,183.9895562,[0.]
0.48,33,100,0,136.2871011,0.572104782,5,73.62435341,20,47.77201034,2.5,42.14724363,7.571335471,109.2376767,[0.]
0.48,34,98.94395802,-30.92414278,169.7018413,-53.50866797,5,51.40213222,20,86.20611224,2.5,4.125338445,42.30098631,92.43650183,[0.]
0.48,35,99.9997552,-3.762094943,173.4183391,-54.23196725,5,87.70646962,20,73.03407214,2.5,26.81630199,42.31215688,294.0675605,[0.]
0.48,36,99.47979078,-18.55221228,132.306439,13.25845051,5,59.32922306,20,35.52959131,2.5,21.08958749,23.2602723,95.46228286,[0.]
0.48,37,99.40735946,-20.7720849,144.0801453,-21.02549764,5,42.68243265,20,58.9603309,2.5,17.0011848,28.73963702,100.552018,[0.]
0.48,38,99.92263089,-15.90901163,159.6242223,-45.5130659,5,69.00862976,20,70.52262463,2.5,20.56171102,34.88783573,181.676,[0.]
0.48,39,99.94799561,-18.27523801,178.4013876,-54.44875864,5,45.37441708,20,95.80024227,2.5,10.99002492,38.65620316,227.5623857,[0.]
0.48,40,100,0,134.1619471,6.314981289,5,75.29285768,20,43.94206977,2.5,41.79052082,6.665088419,131.0320882,[0.]
0.48,41,95.08369214,-33.18204204,149.0083845,-43.56692796,5,36.1569648,20,61.23126967,2.5,4.455415049,40.72140623,44.04891528,[0.]
0.48,42,96.0730161,-31.51512469,146.0733239,-36.89824388,5,51.68701484,20,53.13244145,2.5,6.607716076,37.80553518,130.4635785,[0.]
0.48,43,99.78585077,-25.23420702,170.5233446,-52.93237617,5,43.46369907,20,88.34533411,2.5,8.849133213,37.68081416,226.3395168,[0.]
0.48,44,93.65488292,-32.88444314,139.3646275,-25.6198741,5,72.29955596,20,35.76533602,2.5,6.735993382,37.68376192,95.46228286,[0.]
0.48,45,99.75822988,-25.55177653,170.3333054,-52.65701074,5,39.42425991,20,88.8485731,2.5,8.521555294,37.68542202,230.5351801,[0.]
0.48,46,98.60753153,-27.41772436,153.5025051,-40.88054547,5,62.88347972,20,65.69940238,2.5,9.947221106,37.28582318,58.5169828,[0.]
0.48,47,99.96380963,-9.268228291,138.8825343,-10.31563898,5,45.05742732,20,56.20754431,2.5,28.67041174,17.14447173,105.9658152,[0.]
0.48,48,99.98229961,-13.13192684,168.5424833,-49.35868155,5,58.42720227,20,74.11690194,2.5,21.84365941,42.31215688,288.2223771,[0.]
0.48,49,100,0,132.6409367,10.3149459,5,62.23897828,20,43.80770895,2.5,42.60597189,6.360654507,196.8937871,[0.]
0.48,50,99.93886034,-17.68185061,172.1489704,-51.64680752,5,45.37441708,20,95.80024227,2.5,16.49820824,28.1645337,216.6210706,[0.]
0.48,51,100,0,130.4111523,16.62541673,5,45.00778057,20,43.80770895,2.5,41.79052082,6.55494089,131.0320882,[0.]
0.48,52,96.31667428,-31.1844682,146.2324122,-36.96042907,5,45.88839519,20,56.10248721,2.5,6.760383896,37.62304763,99.87341039,[0.]
0.48,53,99.99909163,-2.867207576,180.8489046,-55.3711828,5,52.40195762,20,95.89505978,2.5,16.40639006,31.34139462,455.4828277,[0.]
0.48,54,100,0,140.0288155,-8.789231774,5,73.61467349,20,47.76832285,2.5,40.07735094,16.70974125,180.5122246,[0.]
0.48,55,99.98422891,-7.088161858,138.5536832,-9.751000537,5,72.21598572,20,48.19513347,2.5,31.40588343,19.42035736,64.84788392,[0.]
0.48,56,99.99873688,-3.30158934,158.4057549,-38.9442826,5,47.39530919,20,74.0133933,2.5,33.56501636,31.04325197,138.2387292,[0.]
